"gene1"	"gene2"
"AM1_015809-T1"	"Sc4wPfr_177.1.g6134.t1"
"AM1_015809-T1"	"Sc4wPfr_199.g28633.t1"
"AM1_015809-T1"	"Sc4wPfr_208.1.g13291.t1"
"AM1_015809-T1"	"Sc4wPfr_227.g25801.t1"
"AM1_015809-T1"	"Sc4wPfr_237.2.g16172.t1"
"AM1_015809-T1"	"Sc4wPfr_237.2.g16174.t1"
"AM1_015809-T1"	"Sc4wPfr_264.g27468.t1"
"AM1_015809-T1"	"Sc4wPfr_306.g765.t1"
"AM1_015809-T1"	"Sc4wPfr_339.g688.t1"
"AM1_015809-T1"	"Sc4wPfr_356.g7173.t1"
"AM1_015809-T1"	"Sc4wPfr_424.1.g2087.t1"
"AM1_015809-T1"	"Sc4wPfr_4371.g15798.t1"
"AM1_015809-T1"	"Sc4wPfr_548.g4951.t1"
"AM1_015809-T1"	"Sc4wPfr_635.g14762.t1"
"AM1_015809-T1"	"Sc4wPfr_66.g19065.t1"
"AM1_015809-T1"	"Sc4wPfr_667.g19527.t1"
"AM1_015809-T1"	"Sc4wPfr_68.g2368.t1"
"AM1_015809-T1"	"Sc4wPfr_79.4.g4969.t1"
"AM1_015809-T1"	"Sc4wPfr_908.g21222.t1"
"AM1_015814-T1"	"Sc4wPfr_1127.1.g1466.t1"
"AM1_015814-T1"	"Sc4wPfr_1177.g14242.t1"
"AM1_015814-T1"	"Sc4wPfr_158.g21933.t1"
"AM1_015814-T1"	"Sc4wPfr_177.1.g6134.t1"
"AM1_015814-T1"	"Sc4wPfr_199.g28633.t1"
"AM1_015814-T1"	"Sc4wPfr_208.1.g13291.t1"
"AM1_015814-T1"	"Sc4wPfr_227.g25801.t1"
"AM1_015814-T1"	"Sc4wPfr_237.2.g16172.t1"
"AM1_015814-T1"	"Sc4wPfr_237.2.g16174.t1"
"AM1_015814-T1"	"Sc4wPfr_264.g27468.t1"
"AM1_015814-T1"	"Sc4wPfr_306.g765.t1"
"AM1_015814-T1"	"Sc4wPfr_339.g688.t1"
"AM1_015814-T1"	"Sc4wPfr_356.g7173.t1"
"AM1_015814-T1"	"Sc4wPfr_424.1.g2087.t1"
"AM1_015814-T1"	"Sc4wPfr_4371.g15798.t1"
"AM1_015814-T1"	"Sc4wPfr_548.g4951.t1"
"AM1_015814-T1"	"Sc4wPfr_635.g14762.t1"
"AM1_015814-T1"	"Sc4wPfr_66.g19065.t1"
"AM1_015814-T1"	"Sc4wPfr_667.g19527.t1"
"AM1_015814-T1"	"Sc4wPfr_68.g2368.t1"
"AM1_015814-T1"	"Sc4wPfr_79.4.g4969.t1"
"AM1_015814-T1"	"Sc4wPfr_908.g21222.t1"
"AM1_015841-T1"	"Sc4wPfr_1127.1.g1466.t1"
"AM1_015841-T1"	"Sc4wPfr_1177.g14242.t1"
"AM1_015841-T1"	"Sc4wPfr_158.g21933.t1"
"AM1_015841-T1"	"Sc4wPfr_177.1.g6134.t1"
"AM1_015841-T1"	"Sc4wPfr_199.g28633.t1"
"AM1_015841-T1"	"Sc4wPfr_208.1.g13291.t1"
"AM1_015841-T1"	"Sc4wPfr_227.g25801.t1"
"AM1_015841-T1"	"Sc4wPfr_237.2.g16172.t1"
"AM1_015841-T1"	"Sc4wPfr_237.2.g16174.t1"
"AM1_015841-T1"	"Sc4wPfr_264.g27468.t1"
"AM1_015841-T1"	"Sc4wPfr_306.g765.t1"
"AM1_015841-T1"	"Sc4wPfr_339.g688.t1"
"AM1_015841-T1"	"Sc4wPfr_356.g7173.t1"
"AM1_015841-T1"	"Sc4wPfr_424.1.g2087.t1"
"AM1_015841-T1"	"Sc4wPfr_4371.g15798.t1"
"AM1_015841-T1"	"Sc4wPfr_548.g4951.t1"
"AM1_015841-T1"	"Sc4wPfr_635.g14762.t1"
"AM1_015841-T1"	"Sc4wPfr_66.g19065.t1"
"AM1_015841-T1"	"Sc4wPfr_667.g19527.t1"
"AM1_015841-T1"	"Sc4wPfr_68.g2368.t1"
"AM1_015841-T1"	"Sc4wPfr_79.4.g4969.t1"
"AM1_015841-T1"	"Sc4wPfr_908.g21222.t1"
"AM1_015896-T1"	"Sc4wPfr_1127.1.g1466.t1"
"AM1_015896-T1"	"Sc4wPfr_1177.g14242.t1"
"AM1_015896-T1"	"Sc4wPfr_158.g21933.t1"
"AM1_015896-T1"	"Sc4wPfr_177.1.g6134.t1"
"AM1_015896-T1"	"Sc4wPfr_199.g28633.t1"
"AM1_015896-T1"	"Sc4wPfr_208.1.g13291.t1"
"AM1_015896-T1"	"Sc4wPfr_227.g25801.t1"
"AM1_015896-T1"	"Sc4wPfr_237.2.g16172.t1"
"AM1_015896-T1"	"Sc4wPfr_237.2.g16174.t1"
"AM1_015896-T1"	"Sc4wPfr_264.g27468.t1"
"AM1_015896-T1"	"Sc4wPfr_306.g765.t1"
"AM1_015896-T1"	"Sc4wPfr_339.g688.t1"
"AM1_015896-T1"	"Sc4wPfr_356.g7173.t1"
"AM1_015896-T1"	"Sc4wPfr_424.1.g2087.t1"
"AM1_015896-T1"	"Sc4wPfr_4371.g15798.t1"
"AM1_015896-T1"	"Sc4wPfr_548.g4951.t1"
"AM1_015896-T1"	"Sc4wPfr_635.g14762.t1"
"AM1_015896-T1"	"Sc4wPfr_66.g19065.t1"
"AM1_015896-T1"	"Sc4wPfr_667.g19527.t1"
"AM1_015896-T1"	"Sc4wPfr_68.g2368.t1"
"AM1_015896-T1"	"Sc4wPfr_79.4.g4969.t1"
"AM1_015896-T1"	"Sc4wPfr_908.g21222.t1"
"AM1_016061-T1"	"Sc4wPfr_1127.1.g1466.t1"
"AM1_016061-T1"	"Sc4wPfr_1177.g14242.t1"
"AM1_016061-T1"	"Sc4wPfr_158.g21933.t1"
"AM1_016061-T1"	"Sc4wPfr_177.1.g6134.t1"
"AM1_016061-T1"	"Sc4wPfr_199.g28633.t1"
"AM1_016061-T1"	"Sc4wPfr_208.1.g13291.t1"
"AM1_016061-T1"	"Sc4wPfr_227.g25801.t1"
"AM1_016061-T1"	"Sc4wPfr_237.2.g16172.t1"
"AM1_016061-T1"	"Sc4wPfr_237.2.g16174.t1"
"AM1_016061-T1"	"Sc4wPfr_264.g27468.t1"
"AM1_016061-T1"	"Sc4wPfr_306.g765.t1"
"AM1_016061-T1"	"Sc4wPfr_339.g688.t1"
"AM1_016061-T1"	"Sc4wPfr_356.g7173.t1"
"AM1_016061-T1"	"Sc4wPfr_424.1.g2087.t1"
"AM1_016061-T1"	"Sc4wPfr_4371.g15798.t1"
"AM1_016061-T1"	"Sc4wPfr_548.g4951.t1"
"AM1_016061-T1"	"Sc4wPfr_635.g14762.t1"
"AM1_016061-T1"	"Sc4wPfr_66.g19065.t1"
"AM1_016061-T1"	"Sc4wPfr_667.g19527.t1"
"AM1_016061-T1"	"Sc4wPfr_68.g2368.t1"
"AM1_016061-T1"	"Sc4wPfr_79.4.g4969.t1"
"AM1_016061-T1"	"Sc4wPfr_908.g21222.t1"
"AM1_016076-T1"	"Sc4wPfr_1127.1.g1466.t1"
"AM1_016076-T1"	"Sc4wPfr_1177.g14242.t1"
"AM1_016076-T1"	"Sc4wPfr_158.g21933.t1"
"AM1_016076-T1"	"Sc4wPfr_177.1.g6134.t1"
"AM1_016076-T1"	"Sc4wPfr_199.g28633.t1"
"AM1_016076-T1"	"Sc4wPfr_208.1.g13291.t1"
"AM1_016076-T1"	"Sc4wPfr_227.g25801.t1"
"AM1_016076-T1"	"Sc4wPfr_237.2.g16172.t1"
"AM1_016076-T1"	"Sc4wPfr_237.2.g16174.t1"
"AM1_016076-T1"	"Sc4wPfr_264.g27468.t1"
"AM1_016076-T1"	"Sc4wPfr_306.g765.t1"
"AM1_016076-T1"	"Sc4wPfr_339.g688.t1"
"AM1_016076-T1"	"Sc4wPfr_356.g7173.t1"
"AM1_016076-T1"	"Sc4wPfr_424.1.g2087.t1"
"AM1_016076-T1"	"Sc4wPfr_4371.g15798.t1"
"AM1_016076-T1"	"Sc4wPfr_548.g4951.t1"
"AM1_016076-T1"	"Sc4wPfr_635.g14762.t1"
"AM1_016076-T1"	"Sc4wPfr_66.g19065.t1"
"AM1_016076-T1"	"Sc4wPfr_667.g19527.t1"
"AM1_016076-T1"	"Sc4wPfr_68.g2368.t1"
"AM1_016076-T1"	"Sc4wPfr_79.4.g4969.t1"
"AM1_016076-T1"	"Sc4wPfr_908.g21222.t1"
"AM1_016148-T1"	"Sc4wPfr_1127.1.g1466.t1"
"AM1_016148-T1"	"Sc4wPfr_1177.g14242.t1"
"AM1_016148-T1"	"Sc4wPfr_158.g21933.t1"
"AM1_016148-T1"	"Sc4wPfr_177.1.g6134.t1"
"AM1_016148-T1"	"Sc4wPfr_199.g28633.t1"
"AM1_016148-T1"	"Sc4wPfr_208.1.g13291.t1"
"AM1_016148-T1"	"Sc4wPfr_227.g25801.t1"
"AM1_016148-T1"	"Sc4wPfr_237.2.g16172.t1"
"AM1_016148-T1"	"Sc4wPfr_237.2.g16174.t1"
"AM1_016148-T1"	"Sc4wPfr_264.g27468.t1"
"AM1_016148-T1"	"Sc4wPfr_306.g765.t1"
"AM1_016148-T1"	"Sc4wPfr_339.g688.t1"
"AM1_016148-T1"	"Sc4wPfr_356.g7173.t1"
"AM1_016148-T1"	"Sc4wPfr_424.1.g2087.t1"
"AM1_016148-T1"	"Sc4wPfr_4371.g15798.t1"
"AM1_016148-T1"	"Sc4wPfr_548.g4951.t1"
"AM1_016148-T1"	"Sc4wPfr_635.g14762.t1"
"AM1_016148-T1"	"Sc4wPfr_66.g19065.t1"
"AM1_016148-T1"	"Sc4wPfr_667.g19527.t1"
"AM1_016148-T1"	"Sc4wPfr_68.g2368.t1"
"AM1_016148-T1"	"Sc4wPfr_79.4.g4969.t1"
"AM1_016148-T1"	"Sc4wPfr_908.g21222.t1"
"AM1_016186-T1"	"Sc4wPfr_1127.1.g1466.t1"
"AM1_016186-T1"	"Sc4wPfr_1177.g14242.t1"
"AM1_016186-T1"	"Sc4wPfr_158.g21933.t1"
"AM1_016186-T1"	"Sc4wPfr_177.1.g6134.t1"
"AM1_016186-T1"	"Sc4wPfr_199.g28633.t1"
"AM1_016186-T1"	"Sc4wPfr_208.1.g13291.t1"
"AM1_016186-T1"	"Sc4wPfr_227.g25801.t1"
"AM1_016186-T1"	"Sc4wPfr_237.2.g16172.t1"
"AM1_016186-T1"	"Sc4wPfr_237.2.g16174.t1"
"AM1_016186-T1"	"Sc4wPfr_264.g27468.t1"
"AM1_016186-T1"	"Sc4wPfr_306.g765.t1"
"AM1_016186-T1"	"Sc4wPfr_339.g688.t1"
"AM1_016186-T1"	"Sc4wPfr_356.g7173.t1"
"AM1_016186-T1"	"Sc4wPfr_424.1.g2087.t1"
"AM1_016186-T1"	"Sc4wPfr_4371.g15798.t1"
"AM1_016186-T1"	"Sc4wPfr_548.g4951.t1"
"AM1_016186-T1"	"Sc4wPfr_635.g14762.t1"
"AM1_016186-T1"	"Sc4wPfr_66.g19065.t1"
"AM1_016186-T1"	"Sc4wPfr_667.g19527.t1"
"AM1_016186-T1"	"Sc4wPfr_68.g2368.t1"
"AM1_016186-T1"	"Sc4wPfr_79.4.g4969.t1"
"AM1_016186-T1"	"Sc4wPfr_908.g21222.t1"
"AM1_016190-T1"	"Sc4wPfr_1127.1.g1466.t1"
"AM1_016190-T1"	"Sc4wPfr_1177.g14242.t1"
"AM1_016190-T1"	"Sc4wPfr_158.g21933.t1"
"AM1_016190-T1"	"Sc4wPfr_177.1.g6134.t1"
"AM1_016190-T1"	"Sc4wPfr_199.g28633.t1"
"AM1_016190-T1"	"Sc4wPfr_208.1.g13291.t1"
"AM1_016190-T1"	"Sc4wPfr_227.g25801.t1"
"AM1_016190-T1"	"Sc4wPfr_237.2.g16172.t1"
"AM1_016190-T1"	"Sc4wPfr_237.2.g16174.t1"
"AM1_016190-T1"	"Sc4wPfr_264.g27468.t1"
"AM1_016190-T1"	"Sc4wPfr_306.g765.t1"
"AM1_016190-T1"	"Sc4wPfr_339.g688.t1"
"AM1_016190-T1"	"Sc4wPfr_356.g7173.t1"
"AM1_016190-T1"	"Sc4wPfr_424.1.g2087.t1"
"AM1_016190-T1"	"Sc4wPfr_4371.g15798.t1"
"AM1_016190-T1"	"Sc4wPfr_548.g4951.t1"
"AM1_016190-T1"	"Sc4wPfr_635.g14762.t1"
"AM1_016190-T1"	"Sc4wPfr_66.g19065.t1"
"AM1_016190-T1"	"Sc4wPfr_667.g19527.t1"
"AM1_016190-T1"	"Sc4wPfr_68.g2368.t1"
"AM1_016190-T1"	"Sc4wPfr_79.4.g4969.t1"
"AM1_016190-T1"	"Sc4wPfr_908.g21222.t1"
"AM1_016284-T1"	"Sc4wPfr_1127.1.g1466.t1"
"AM1_016284-T1"	"Sc4wPfr_1177.g14242.t1"
"AM1_016284-T1"	"Sc4wPfr_158.g21933.t1"
"AM1_016284-T1"	"Sc4wPfr_177.1.g6134.t1"
"AM1_016284-T1"	"Sc4wPfr_199.g28633.t1"
"AM1_016284-T1"	"Sc4wPfr_208.1.g13291.t1"
"AM1_016284-T1"	"Sc4wPfr_227.g25801.t1"
"AM1_016284-T1"	"Sc4wPfr_237.2.g16172.t1"
"AM1_016284-T1"	"Sc4wPfr_237.2.g16174.t1"
"AM1_016284-T1"	"Sc4wPfr_264.g27468.t1"
"AM1_016284-T1"	"Sc4wPfr_306.g765.t1"
"AM1_016284-T1"	"Sc4wPfr_339.g688.t1"
"AM1_016284-T1"	"Sc4wPfr_356.g7173.t1"
"AM1_016284-T1"	"Sc4wPfr_424.1.g2087.t1"
"AM1_016284-T1"	"Sc4wPfr_4371.g15798.t1"
"AM1_016284-T1"	"Sc4wPfr_548.g4951.t1"
"AM1_016284-T1"	"Sc4wPfr_635.g14762.t1"
"AM1_016284-T1"	"Sc4wPfr_66.g19065.t1"
"AM1_016284-T1"	"Sc4wPfr_667.g19527.t1"
"AM1_016284-T1"	"Sc4wPfr_68.g2368.t1"
"AM1_016284-T1"	"Sc4wPfr_79.4.g4969.t1"
"AM1_016284-T1"	"Sc4wPfr_908.g21222.t1"
"AM1_016323-T1"	"Sc4wPfr_1127.1.g1466.t1"
"AM1_016323-T1"	"Sc4wPfr_1177.g14242.t1"
"AM1_016323-T1"	"Sc4wPfr_158.g21933.t1"
"AM1_016323-T1"	"Sc4wPfr_177.1.g6134.t1"
"AM1_016323-T1"	"Sc4wPfr_199.g28633.t1"
"AM1_016323-T1"	"Sc4wPfr_208.1.g13291.t1"
"AM1_016323-T1"	"Sc4wPfr_227.g25801.t1"
"AM1_016323-T1"	"Sc4wPfr_237.2.g16172.t1"
"AM1_016323-T1"	"Sc4wPfr_237.2.g16174.t1"
"AM1_016323-T1"	"Sc4wPfr_264.g27468.t1"
"AM1_016323-T1"	"Sc4wPfr_306.g765.t1"
"AM1_016323-T1"	"Sc4wPfr_339.g688.t1"
"AM1_016323-T1"	"Sc4wPfr_356.g7173.t1"
"AM1_016323-T1"	"Sc4wPfr_424.1.g2087.t1"
"AM1_016323-T1"	"Sc4wPfr_4371.g15798.t1"
"AM1_016323-T1"	"Sc4wPfr_548.g4951.t1"
"AM1_016323-T1"	"Sc4wPfr_635.g14762.t1"
"AM1_016323-T1"	"Sc4wPfr_66.g19065.t1"
"AM1_016323-T1"	"Sc4wPfr_667.g19527.t1"
"AM1_016323-T1"	"Sc4wPfr_68.g2368.t1"
"AM1_016323-T1"	"Sc4wPfr_79.4.g4969.t1"
"AM1_016323-T1"	"Sc4wPfr_908.g21222.t1"
"AM1_000357-T1"	"Sc4wPfr_1398.g19371.t1"
"AM1_000357-T1"	"Sc4wPfr_62.g4488.t1"
"AM1_001719-T1"	"Sc4wPfr_1398.g19371.t1"
"AM1_001719-T1"	"Sc4wPfr_62.g4488.t1"
"AM1_002443-T1"	"Sc4wPfr_1398.g19371.t1"
"AM1_002443-T1"	"Sc4wPfr_62.g4488.t1"
"AM1_003761-T1"	"Sc4wPfr_1398.g19371.t1"
"AM1_003761-T1"	"Sc4wPfr_62.g4488.t1"
"AM1_003768-T1"	"Sc4wPfr_1398.g19371.t1"
"AM1_003768-T1"	"Sc4wPfr_62.g4488.t1"
"AM1_003862-T1"	"Sc4wPfr_1398.g19371.t1"
"AM1_003862-T1"	"Sc4wPfr_62.g4488.t1"
"AM1_004045-T1"	"Sc4wPfr_1398.g19371.t1"
"AM1_004045-T1"	"Sc4wPfr_62.g4488.t1"
"AM1_004154-T1"	"Sc4wPfr_1398.g19371.t1"
"AM1_004154-T1"	"Sc4wPfr_62.g4488.t1"
"AM1_011391-T1"	"Sc4wPfr_1398.g19371.t1"
"AM1_011391-T1"	"Sc4wPfr_62.g4488.t1"
"AM1_013105-T1"	"Sc4wPfr_1398.g19371.t1"
"AM1_013105-T1"	"Sc4wPfr_62.g4488.t1"
"AM1_013518-T1"	"Sc4wPfr_1398.g19371.t1"
"AM1_013518-T1"	"Sc4wPfr_62.g4488.t1"
"AM1_014722-T1"	"Sc4wPfr_1398.g19371.t1"
"AM1_014722-T1"	"Sc4wPfr_62.g4488.t1"
"AM1_014723-T1"	"Sc4wPfr_1398.g19371.t1"
"AM1_014723-T1"	"Sc4wPfr_62.g4488.t1"
"AM1_004533-T1"	"Sc4wPfr_107.1.g20647.t1"
"AM1_004534-T1"	"Sc4wPfr_107.1.g20647.t1"
"AM1_004555-T1"	"Sc4wPfr_107.1.g20647.t1"
"AM1_004556-T1"	"Sc4wPfr_107.1.g20647.t1"
"AM1_007336-T1"	"Sc4wPfr_107.1.g20647.t1"
"AM1_007661-T1"	"Sc4wPfr_107.1.g20647.t1"
"AM1_007665-T1"	"Sc4wPfr_107.1.g20647.t1"
"AM1_007666-T1"	"Sc4wPfr_107.1.g20647.t1"
"AM1_012561-T1"	"Sc4wPfr_107.1.g20647.t1"
"AM1_012722-T1"	"Sc4wPfr_107.1.g20647.t1"
"AM1_013772-T1"	"Sc4wPfr_107.1.g20647.t1"
"AM1_013773-T1"	"Sc4wPfr_107.1.g20647.t1"
"AM1_013796-T1"	"Sc4wPfr_107.1.g20647.t1"
"AM1_000973-T1"	"Sc4wPfr_1700.g9017.t1"
"AM1_000973-T1"	"Sc4wPfr_264.g27447.t1"
"AM1_000973-T1"	"Sc4wPfr_353.g28190.t1"
"AM1_000973-T1"	"Sc4wPfr_399.g28072.t1"
"AM1_001171-T1"	"Sc4wPfr_1700.g9017.t1"
"AM1_001171-T1"	"Sc4wPfr_264.g27447.t1"
"AM1_001171-T1"	"Sc4wPfr_353.g28190.t1"
"AM1_001171-T1"	"Sc4wPfr_399.g28072.t1"
"AM1_001231-T1"	"Sc4wPfr_1700.g9017.t1"
"AM1_001231-T1"	"Sc4wPfr_264.g27447.t1"
"AM1_001231-T1"	"Sc4wPfr_353.g28190.t1"
"AM1_001231-T1"	"Sc4wPfr_399.g28072.t1"
"AM1_003037-T1"	"Sc4wPfr_1700.g9017.t1"
"AM1_003037-T1"	"Sc4wPfr_264.g27447.t1"
"AM1_003037-T1"	"Sc4wPfr_353.g28190.t1"
"AM1_003037-T1"	"Sc4wPfr_399.g28072.t1"
"AM1_003065-T1"	"Sc4wPfr_1700.g9017.t1"
"AM1_003065-T1"	"Sc4wPfr_264.g27447.t1"
"AM1_003065-T1"	"Sc4wPfr_353.g28190.t1"
"AM1_003065-T1"	"Sc4wPfr_399.g28072.t1"
"AM1_003066-T1"	"Sc4wPfr_1700.g9017.t1"
"AM1_003066-T1"	"Sc4wPfr_264.g27447.t1"
"AM1_003066-T1"	"Sc4wPfr_353.g28190.t1"
"AM1_003066-T1"	"Sc4wPfr_399.g28072.t1"
"AM1_003112-T1"	"Sc4wPfr_1700.g9017.t1"
"AM1_003112-T1"	"Sc4wPfr_264.g27447.t1"
"AM1_003112-T1"	"Sc4wPfr_353.g28190.t1"
"AM1_003112-T1"	"Sc4wPfr_399.g28072.t1"
"AM1_003123-T1"	"Sc4wPfr_1700.g9017.t1"
"AM1_003123-T1"	"Sc4wPfr_264.g27447.t1"
"AM1_003123-T1"	"Sc4wPfr_353.g28190.t1"
"AM1_003123-T1"	"Sc4wPfr_399.g28072.t1"
"AM1_003164-T1"	"Sc4wPfr_1700.g9017.t1"
"AM1_003164-T1"	"Sc4wPfr_264.g27447.t1"
"AM1_003164-T1"	"Sc4wPfr_353.g28190.t1"
"AM1_003164-T1"	"Sc4wPfr_399.g28072.t1"
"AM1_003673-T1"	"Sc4wPfr_1700.g9017.t1"
"AM1_003673-T1"	"Sc4wPfr_264.g27447.t1"
"AM1_003673-T1"	"Sc4wPfr_353.g28190.t1"
"AM1_003673-T1"	"Sc4wPfr_399.g28072.t1"
"AM1_003707-T1"	"Sc4wPfr_1700.g9017.t1"
"AM1_003707-T1"	"Sc4wPfr_264.g27447.t1"
"AM1_003707-T1"	"Sc4wPfr_353.g28190.t1"
"AM1_003707-T1"	"Sc4wPfr_399.g28072.t1"
"AM1_003775-T1"	"Sc4wPfr_1700.g9017.t1"
"AM1_003775-T1"	"Sc4wPfr_264.g27447.t1"
"AM1_003775-T1"	"Sc4wPfr_353.g28190.t1"
"AM1_003775-T1"	"Sc4wPfr_399.g28072.t1"
"AM1_003807-T1"	"Sc4wPfr_1700.g9017.t1"
"AM1_003807-T1"	"Sc4wPfr_264.g27447.t1"
"AM1_003807-T1"	"Sc4wPfr_353.g28190.t1"
"AM1_003807-T1"	"Sc4wPfr_399.g28072.t1"
"AM1_003825-T1"	"Sc4wPfr_1700.g9017.t1"
"AM1_003825-T1"	"Sc4wPfr_264.g27447.t1"
"AM1_003825-T1"	"Sc4wPfr_353.g28190.t1"
"AM1_003825-T1"	"Sc4wPfr_399.g28072.t1"
"AM1_003883-T1"	"Sc4wPfr_1700.g9017.t1"
"AM1_003883-T1"	"Sc4wPfr_264.g27447.t1"
"AM1_003883-T1"	"Sc4wPfr_353.g28190.t1"
"AM1_003883-T1"	"Sc4wPfr_399.g28072.t1"
"AM1_004112-T1"	"Sc4wPfr_1700.g9017.t1"
"AM1_004112-T1"	"Sc4wPfr_264.g27447.t1"
"AM1_004112-T1"	"Sc4wPfr_353.g28190.t1"
"AM1_004112-T1"	"Sc4wPfr_399.g28072.t1"
"AM1_004117-T1"	"Sc4wPfr_1700.g9017.t1"
"AM1_004117-T1"	"Sc4wPfr_264.g27447.t1"
"AM1_004117-T1"	"Sc4wPfr_353.g28190.t1"
"AM1_004117-T1"	"Sc4wPfr_399.g28072.t1"
"AM1_004191-T1"	"Sc4wPfr_1700.g9017.t1"
"AM1_004191-T1"	"Sc4wPfr_264.g27447.t1"
"AM1_004191-T1"	"Sc4wPfr_353.g28190.t1"
"AM1_004191-T1"	"Sc4wPfr_399.g28072.t1"
"AM1_004202-T1"	"Sc4wPfr_1700.g9017.t1"
"AM1_004202-T1"	"Sc4wPfr_264.g27447.t1"
"AM1_004202-T1"	"Sc4wPfr_353.g28190.t1"
"AM1_004202-T1"	"Sc4wPfr_399.g28072.t1"
"AM1_004312-T1"	"Sc4wPfr_1700.g9017.t1"
"AM1_004312-T1"	"Sc4wPfr_264.g27447.t1"
"AM1_004312-T1"	"Sc4wPfr_353.g28190.t1"
"AM1_004312-T1"	"Sc4wPfr_399.g28072.t1"
"AM1_004329-T1"	"Sc4wPfr_1700.g9017.t1"
"AM1_004329-T1"	"Sc4wPfr_264.g27447.t1"
"AM1_004329-T1"	"Sc4wPfr_353.g28190.t1"
"AM1_004329-T1"	"Sc4wPfr_399.g28072.t1"
"AM1_004405-T1"	"Sc4wPfr_1700.g9017.t1"
"AM1_004405-T1"	"Sc4wPfr_264.g27447.t1"
"AM1_004405-T1"	"Sc4wPfr_353.g28190.t1"
"AM1_004405-T1"	"Sc4wPfr_399.g28072.t1"
"AM1_004408-T1"	"Sc4wPfr_1700.g9017.t1"
"AM1_004408-T1"	"Sc4wPfr_264.g27447.t1"
"AM1_004408-T1"	"Sc4wPfr_353.g28190.t1"
"AM1_004408-T1"	"Sc4wPfr_399.g28072.t1"
"AM1_004885-T1"	"Sc4wPfr_1700.g9017.t1"
"AM1_004885-T1"	"Sc4wPfr_264.g27447.t1"
"AM1_004885-T1"	"Sc4wPfr_353.g28190.t1"
"AM1_004885-T1"	"Sc4wPfr_399.g28072.t1"
"AM1_004908-T1"	"Sc4wPfr_1700.g9017.t1"
"AM1_004908-T1"	"Sc4wPfr_264.g27447.t1"
"AM1_004908-T1"	"Sc4wPfr_353.g28190.t1"
"AM1_004908-T1"	"Sc4wPfr_399.g28072.t1"
"AM1_005565-T1"	"Sc4wPfr_1700.g9017.t1"
"AM1_005565-T1"	"Sc4wPfr_264.g27447.t1"
"AM1_005565-T1"	"Sc4wPfr_353.g28190.t1"
